source,source_name,target,target_name,weight
7dQektDV4Od96TrSkJlGJ6,Mandando Bronca,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
7dQektDV4Od96TrSkJlGJ6,Mandando Bronca,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
7dQektDV4Od96TrSkJlGJ6,Mandando Bronca,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
7dQektDV4Od96TrSkJlGJ6,Mandando Bronca,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,76yjNTMsef12pt2OPmRW0U,Me lambe,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,526oudqufsW7qWIvHaZTfa,Metrópole,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,3Px0khdn0fzottFJ9kwM9U,Bonita,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
6PiuCvBFIXLyUjhmmWgSRp,Parabéns aos Envolvidos,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,526oudqufsW7qWIvHaZTfa,Metrópole,0.7
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,76yjNTMsef12pt2OPmRW0U,Me lambe,1.0
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),1.0
4vqmq10gYLW7oykmUFUF65,Deixa eu falar...,3Px0khdn0fzottFJ9kwM9U,Bonita,1.0
1qJUEPjqZwX7LSrNnWBPdx,uroboros,6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,76yjNTMsef12pt2OPmRW0U,Me lambe,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,526oudqufsW7qWIvHaZTfa,Metrópole,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,3Px0khdn0fzottFJ9kwM9U,Bonita,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
1qJUEPjqZwX7LSrNnWBPdx,uroboros,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,1.0
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),526oudqufsW7qWIvHaZTfa,Metrópole,0.7
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),76yjNTMsef12pt2OPmRW0U,Me lambe,1.0
4ZBAHIisGJC5NcIZhFdInf,Puteiro em João Pessoa (Roda Viva),3Px0khdn0fzottFJ9kwM9U,Bonita,1.0
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),76yjNTMsef12pt2OPmRW0U,Me lambe,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),526oudqufsW7qWIvHaZTfa,Metrópole,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),3Px0khdn0fzottFJ9kwM9U,Bonita,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
6bZ0rZjVyTWgiiwrQIYpwZ,Dig Dig Dig (Hempa),3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,76yjNTMsef12pt2OPmRW0U,Me lambe,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,526oudqufsW7qWIvHaZTfa,Metrópole,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,3Px0khdn0fzottFJ9kwM9U,Bonita,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
2iJpjciYl8vfQbb543b5Pb,Pelados Em Santos,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
76yjNTMsef12pt2OPmRW0U,Me lambe,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
76yjNTMsef12pt2OPmRW0U,Me lambe,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
76yjNTMsef12pt2OPmRW0U,Me lambe,526oudqufsW7qWIvHaZTfa,Metrópole,0.7
76yjNTMsef12pt2OPmRW0U,Me lambe,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
76yjNTMsef12pt2OPmRW0U,Me lambe,3Px0khdn0fzottFJ9kwM9U,Bonita,1.0
526oudqufsW7qWIvHaZTfa,Metrópole,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
526oudqufsW7qWIvHaZTfa,Metrópole,3Px0khdn0fzottFJ9kwM9U,Bonita,0.7
526oudqufsW7qWIvHaZTfa,Metrópole,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
526oudqufsW7qWIvHaZTfa,Metrópole,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
526oudqufsW7qWIvHaZTfa,Metrópole,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
526oudqufsW7qWIvHaZTfa,Metrópole,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
3Px0khdn0fzottFJ9kwM9U,Bonita,6NthJCbsfFFrTK2OYZTRCp,Ciúme,0.7
3Px0khdn0fzottFJ9kwM9U,Bonita,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
6NthJCbsfFFrTK2OYZTRCp,Ciúme,0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",0.7
6NthJCbsfFFrTK2OYZTRCp,Ciúme,3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,0.7
6NthJCbsfFFrTK2OYZTRCp,Ciúme,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
6NthJCbsfFFrTK2OYZTRCp,Ciúme,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
0jVdF2QoGRXcsUSdGePlrD,"Do Jeito Que Eu Gosto, Do Jeito Que Eu Quero",3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,1.0
3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,6GMN1EyXGtCC4yAg4eSpMo,TROXA,0.7
3FcVMKymuwuESrpDXq0OtE,Meu Jeitinho,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
6GMN1EyXGtCC4yAg4eSpMo,TROXA,3wYFP2c1IPzUgtoZFLaQDb,Quinta-Feira,0.7
