track_id,track_name,artist_name,lyrics,source
4Wos0h9ECU2Z3oJMTQxpbc,Read your Mind,Sabrina Carpenter,"Ah

Made it clear when you told me (Ah-ah)
Don't know why, but you gotta be lonely (Ah-ah-ah)
Say it's hard, but you make it look easy (Ah-ah)
So I'm tryin' to live in reality (Ah-ah-ah-ah)

Decompressin', tryna ease the tension, but you
Got me stressin', feelin' like I need to call when
You sneak up on me, tell me that you miss me in your life

I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call
You say you know that you might be crossin' a line
Wastin' all our time
To think that we could be casual
You're not my friend and, baby, you never were
Why the fuss if you say you just wanna be mine?
I can't read your mind

Tell me, what's gonna happen
When it's you and me in a room, but you know you can't have it?
Oh, I'll be laughin'
When you say that you really have changed
Finally found your way
'Cause I'm close to your face (Ah-ah-ah-ah-ah)

Double-checkin', did I get the message in the way
You intended? Got me second-guessin' when you
Sneak up on me, tell me that you need me in your life

I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call
You say (Uh) you know (Yeah) that you might be crossin' a line
Wastin' all our time
To think that we could be casual
You're not my friend and, baby, you never were
Why the fuss if you say you just wanna be mine?
I can't read your mind

You say that you need to be alone
But night and day, want me at your beck and call
You say you know that you might be crossin' a line

I can't read your mind
You say that you need to be alone
But night and day, want me at your beck and call (Want me at your beck and call)
You say you know that you might be crossin' a line
Wastin' all our time (Time)
To think (Think) that we could be casual
You're not (You're not) my friend (My friend) and, baby, you never were
Why (Why) the fuss (Fuss) if you say you just wanna be mine?
I can't read your mind

Ha-ah-ah-ah, la, mm-mm",genius
1RAeuvRyRzCweAK3jUT0ZW,bet u wanna,Sabrina Carpenter,"Told me, told me I'm your only
It's all unfoldin', babe
Slowly, slowly, lies you sold me
All saw the light of day

You been wastin' time on the other side
If you're satisfied, touché
Now you say you hate all the empty space
And if you could go back, you'd stay

Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now

Chase me, chase me, that's right, baby
Yeah, feel the way it feels
When you don't havе control of who I'm holdin'
Is it feedin' all your fears?

You been wastin' time on the othеr side
If you're satisfied, touché
But the lights are off, your so-called friends are gone
Oh, I know what you're 'bout to say

Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now
Didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now
It's cold out there, let me know what you found
(Let me know what you found)
Bet you wanna love me now
Bet you wanna love me now

I bet you wanna
I bet you wanna (Ah)

Bet you miss me, bet you're reminiscin'
I bet you hate the way that you said goodbye
And you still can't even tell me why
I hate the way that you left me dry
But I'll keep that between you and I

I bet you didn't think about it when you let me down
Hurts to see me outta your reach
Bet you wanna touch me now (Oh, touch me now)
It's cold out there, let me know what you found
Bet you wanna love me now (Uh-huh)
Bet you wanna love me now",genius
2ZV03Ca2m4lNnX5gIjf3ef,Speak To Me,Ari Lennox,"Ooh, haha (Ahh, ooh)
Why ain't you get your own paper?
You recording me, Ron?
Hold up, hold up
(Ayy) Ayy, ayy

Leave me dusty and alone
Feelin' psychotic in my own home
But you keep callin' me out
I am not the enemy, what's this about?

I don't wanna waste your time
Oh, don't you waste my time
I don't wanna waste your time
Oh, don't you waste my time
I don't wanna waste your time
Ayy, boy, don't you waste my time
I don't wanna waste your time

Why don't you speak to me?
Why don't you speak to me?
Why don't you tell me all those motherfuckin' things to me?
Why don't you speak to me?

Hey, I wanna kiss you again
Flower thirsty for shady men
Best to watch you while you sleep
Wake up, confess your lovin' to me

Can I trust you?
Where have you been? (Where have you been?)
Are you the new Sammy Sosa?
New skin (New skin)
Can I trust you?
Where have you been? (Where have you been)
Are you the new Sammy Sosa?
New skin

Why don't you speak to me? (Why don't you? Why don't you?)
Why don't you speak to me? (Why don't you?)
Why don't you tell all those motherfuckin' things? (Why don't you?)
Why don't you speak to me? (I need you to)

Goin' through some things (Ayy)
I got some things (Ayy)
For you (For)
You're goin' through some things (Ayy)
I got some things (Ayy)
For you

Why don't you speak to me?",genius
65PZ21wSvvgO1nLRcZ2FdF,Mó Paz (feat. Ivandro),IZA,"Bom que 'cê chegou
Pra ficar pra sempre
Com você, é mó paz
Com você, é mó paz
Bom que 'cê chegou
Hoje é diferente
Com você, é mó paz
É tudo que me atrai

(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso
(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso

Domingo, pede um Uber e vem aqui me ver
A gente fala mal do que tem na TV
Prepara um pão de queijo, eu tô levando um bеijo
E a gente vai treinar como faz um bеbê
É quase meia-noite, pede pra ficar
Queria ir pra onde? Aqui é seu lugar
Gostou da minha cama? Pode acostumar
E o seu sonho começa quando acordar

Bom que 'cê chegou
Pra ficar pra sempre
Com você, é mó paz
Com você, é mó paz
Bom que 'cê chegou
Hoje é diferente
Com você, é mó paz
É tudo que me atrai

(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso
(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso

Moça, a casa aquece quando tiras a minha roupa
Que intimidade tão maravilhosa
Depois de ouvir todas as coisas que falaste
Essa conversa ficou muito mais gostosa
Mó paz, mó paz
Domingo, pego um Uber pra te ver
Sinto mó saudade de você
Só dormimos quando amanhecer
Mó paz, mó paz
Vou ficar pra sempre desta vez
Gosto de ti pelo que tu és
E mais uma vez

Bom que 'cê chegou
Pra ficar pra sempre
Com você, é mó paz
Com você, é mó paz
Bom que 'cê chegou
Hoje é diferente
Com você, é mó paz
É tudo que me atrai

(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso
(Uh-uh-uh) Tô fechada contigo
(Uh-uh-uh) Tem muita fé pra isso
(Uh-uh-uh) Teu abraço é abrigo
Me tira o juízo, tudo que eu preciso",genius
42j49u8GO8zuWiDCbZq2W4,Leak It (feat. Chlöe),Ari Lennox,"I'll leak it
'Cause, baby, I ain't got no shame
Might just go ahead and leak it
I want you to see it this way
Yeah

No filter, backdrop
No sparkles, no crop
Leak it (Leak it, ooh)
All on your beautiful face

I could care less what they say
'Cause you got me, got me (You got, you got me)
Feelin' a way (You got me feelin' a—)
And I'll undress
Any place (Gon' get naked for you, oh)
You are the one and only that got me feelin' safe

I'll leak it
Yeah
'Cause, baby, I ain't got no shame
Got no shame, yeah
I might just go ahead and leak it (Leak it, leak it, ooh)
I want you to see it this way
Baby

I'm leakin', you got me drippin' (Drippin')
Holy water, that's what you drinkin'
I'll makе you drown way in the deep end
Moan in my ear, yеah, while you're sinkin'
I like it harder, baby, make it rough
Round after round, I never, ever get enough
I'll quench your thirst, I'll make it wet (Wet)
I'll hurricane you, I'm the best (Best)
Million-dollar movie, we can make a tape
Everybody watchin', don't care what they say
Rainin' on your face, baby, keep the pace
Kiss me on my lips, let me get a taste, oh

I'll leak it
Yeah
'Cause, baby, I ain't got no shame (No shame)
Got no shame, hey (No shame)
I might just go ahead and leak it (Leak it, leak it, leak it, leak it, leak it)
I want you to see it this way
You see it, you feel it, babe
You see it, you feel it, babe
I can see that you feel it, babe (Baby)
Baby, baby, baby

No filter (Baby), backdrop (No, no, no)
No sparkles (Baby), no crop (Crop)
Leak it (Baby, I'ma go and leak it, oh)",genius
6gU9OKjOE7ghfEd55oRO57,The Weekend,SZA,"Mood right
Mood

You say you got a girl
Yeah, how you want me? How you want me when you got a girl?
The feelin' is reckless, of knowin' it's selfish
And knowin' I'm desperate
Gettin' all in your love, fallin' all over love, like
Do it 'til it hurts less
Hangin' out the back, all up in your lap
Like, is you comin' home? Is you out with her?
I don't care long as you here by 10:30, no later than
Drop them drawers, give me what I want

My man is my man, is your man, heard it's her man too
My man is my man, is your man, heard that's her man
Tuesday and Wednesday, Thursday and Friday
I just keep him satisfied through the weekend
You like nine to five, I'm the weekend, oh
Make him lose his mind every weekend
You take Wednesday, Thursday, then just send him my way
Think I got it covered for the weekend

I gotta say, I'm in the mood for a little bit more of that
I mean, I'm sayin', what kind of tease is two days?
I need me at least 'bout four of them, more of them
More you on me, on us, just tell me you want me, yeah, Monday
And I'll be at your door, ready to take her place
Ready to give you what you've been missin' on weekdays
What you've been waitin' for
10:30, no later than, drop them drawers
I know what you want

My man is my man, is your man, heard it's her man too
My man is my man, is your man, heard that's her man
Tuesday and Wednesday, Thursday and Friday
I just keep him satisfied through the weekend
You like nine to five, I'm the weekend, oh
Make him lose his mind every weekend
You take Wednesday, Thursday (Don't worry 'bout none)
Then just send him my way (Don't worry 'bout none)
Think I got it covered for the weekend

Ayy
Bright ideas, we got bright ideas
Ayy (Ooh)
Bright ideas, we got bright ideas
Ayy (Ooh)
Bright ideas, we got bright ideas",genius
34ZAzO78a5DAVNrYIGWcPm,Shirt,SZA,"Kiss me dangerous
Been so lost without you all around me
Get anxious
Lead me, don't look back
It's all about you

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me
All I got right now
Feel the taste of resentment
Simmer in my skin, it's all about

Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate
Damn (You ain't deserve)

Broad day, sunshine
I'll find a way to fuck it up still
Can't cry about the shit that I can't change
Just my mind
Gotta get outta here
Tough crowd, hate it
Can't stay

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me 
All I got right now
Feel the tastе of resentment 
Simmеr in my skin, it's all about

Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate 
Damn

It's what you say and how you do me
How I'm 'posed to trust, baby? 'Posed to love?
It ain't 'posed to hurt this way
All I need is the best of you
Baby, how I got to say it? Give me all of you

In the dark right now
Feelin' lost, but I like it
Comfort in my sins and all about me
All I got right now
Feel the taste of resentment
Simmer in my skin, it's all about

Bloodstain on my shirt
New bitch on my nerves
Old nigga got curved
Goin' back on my word
Damn, bitch, you so thirsty
Still don't know my worth
Still stressin' perfection
Let you all in my mental
Got me lookin' too desperate
Damn (You ain't deserve)",genius
2rf9i0Enr8cw1JRME8Rsvq,Cardboard Box,FLO,"I got a confession
I don't think I want you anymore
There's no room for questions
I saw her panties on the bathroom floor

Been putting up with this for far too long
You ain't gonna change, boy
What's the point in stringing me along?
We're done for real

So I'ma put your shit in a cardboard box
Changing my number and I'm changing the locks
When you can't get in, know your heart gon' stop
You may be crying, but, boy, I'm not
I'ma put your shit in a cardboard box
Changing my number and I'm changing the locks
Never liked your mama, so I guess she's blocked
You may be crying, but, boy, I'm not

Stressin' (
Stressin'
)
Do you hear a stutter in my words?
I see it as a blessing (
See it as a blessing
)
Come take your shit 'cause you can go stay at 
hers, I

Hope that she was worth my wastеd time
But could she do it like I do?
You need somеone to put you back in line
So you gon' see what I'll do

I'ma put your shit in a cardboard box
Changing my number and I'm changing the locks
When you can't get in, know your heart gon' stop
You may be crying, but, boy, I'm not (
Boy, you may be crying, but I'm not
)
I'ma put your shit in a cardboard box (
I'ma put your shit in a cardboard box
)
Changing my number and I'm changing the locks (
Changing all the locks now
)
Never liked your mama, so I guess she's blocked (
Oh, woah
)
You may be crying, but, boy, I'm not (
Boy, I'm not
)

(
Yeah, yeah
)
So I'ma put your jeans next to the dreams that you sold me
Believe karma is a B and she gon' teach
Said I'ma put your gold chains down the drain and your Rolly
Might just drop a text to your homies

I'ma put your shit in a cardboard box (
Oh, ah
)
Changing my number and I'm changing the locks (
Changing the locks, yeah
)
When you can't get in, know your heart gon' stop
You may be crying, but, boy, I'm not (
No, no
)
I'ma put your shit in a cardboard box (
Oh
)
Changing my number and I'm changing the locks (
Locks
)
Never liked your mama, so I guess she's blocked (
She's blocked
)
You may be crying, but, boy, I'm not (
Ah
)

(So I'ma put your jeans next to the dreams that you sold me)
(Mi-mi-mi-might just drop a text to your homie)
You may be crying, but, boy, I'm not",genius
4hTej08FutmriOs7S1hWWy,Conceited,SZA,"I don't like nobody, I don't feel guilty about it
I just got my body done, ain't got no guilt about it
I just heard your opinion, I could've did without it
All these bitches is minions, despicable like, oh (Oh)
Feelin' like Mike Lowrey, oh
'Bout to bump my salary up, oh (Oh)
Heard they counting me out
Love it when they counting me out, oh

I got no reason to depend on you
No reason to make friends, I'm cool, oh
I got no reason to depend on you
No reason to make friends, I'm cool

I got everything that I need and I want more
I can't take my foot off they neck, it's an encore
I got everything and I'm livin' all for rеvenge
I been burnin' bridges, I'd do it ovеr again
'Cause I'm bettin' on me, me, me
Me, me, me
Me, me, me
Oh, I'm bettin' on me, me, me
Me, me, me
Me, me, me, oh

Heard you fuckin' these lames and ain't lose no sleep about it
Ho be speakin' my name, I can't lose no sleep about it
Say that shit to my face, you know I'm gon' slide about it
Put that bitch in her place, she ain't make no peep about it
Oh (Oh), feelin' like a billion, oh
Feel like I might drill on your ho, oh (Oh)
I'm just livin' my goals (Goals)
Pressure makes diamonds, can't fold, oh

I got no reason to depend on you
No reason to make friends, I'm cool, oh
I got no reason to depend on you
No reason to make friends, I'm cool

I got everything that I need and I want more (More)
I can't take my foot off they neck, it's an encore (Encore)
I got everything and I'm living all for revenge
I been burnin' bridges, I'd do it over again
'Cause I'm bettin' on me, me, me
Me, me, me
Me, me, me
Oh, I'm bettin' on me, me, me
Me, me, me
Me, me, me, oh

I'm bettin' on, I'm bettin' on me
I'm bettin' on me, me, me, oh
Me, me, me, me
Me, me, me, me, me
Me, me, me, me
Me, me, me, me, me",genius
3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,"I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one drivin'

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should

I might
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

I get the sense that it's a lost cause
I get the sense that you might really love her
This text gon' be evidence, this text is evidence
I tried to ration with you, no murders or crime of passion, but damn
You was out of reach
You was at the farmer's market with your perfect peach
Now I'm in the basement plannin' home invasion
Now you layin' face-down, got me singin' over a beat

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one will

I might (I)
I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

I did it all for love (Love)
I did it all on no drugs (Drugs)
I did all of this sober
I did it all for us, oh
I did it all for love (Love)
I did all of this on no drugs (Drugs)
I did all of this sober
Don't you know I did it all for us? (I'm gon' kill your ass tonight)

Oh, I just killed my ex (My ex, oops), not the best idea (Idea)
Killed his girlfriend next, how'd I get here? (He left me no choice)
I just killed my ex (My ex), I still love him though (I do)
Rather be in Hell than alone",genius
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,SZA,"Took a long vacation
No make-up, just JAY-Z
You were balls-deep, now we beefin'
Had me butt-naked at the MGM
So wasted, screamin', ""Fuck that""
Blurry now, but I meant it then
Hurry now, baby, stick it in
'Fore the memories get to kickin' in

It's too late, I don't wanna lose
What's left of you
How am I supposed to tell you
I don't wanna see you with anyone but me?
Nobody gets me like you
How am I supposed to let you go?
Only like myself when I'm with you
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)
You do
Nobody gets me, you do
You do
Nobody gets me, you do

Took me out to the ballet
You proposеd, I went on the road
You was feelin' empty so you lеft me
Now I'm stuck dealin' with a deadbeat
If I'm real, I deserve less
If I was you, I wouldn't take me back
I pretend when I'm with a man it's you

And I know that it's too late, I don't wanna lose

What's left of you
How am I supposed to tell you
I don't wanna see you with anyone but me?
Nobody gets me like you
How am I supposed to let you go?
Only like myself when I'm with you
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)
You do
Nobody gets me, you do (Do)

You do
Nobody gets me, you do (Do)
Nobody gets me, you do",genius
5ftR963YlX88OeCAPnXG2Z,Serial Lover,Kehlani,"I think I'm addicted to romance
Showing my whole hands
Laying my cards out flat
I say, wear my heart on my sleeve
If you fuckin' with me
Anything I'll ever take back
I think I should be single
For a while
It's getting a little wild
Know when to slow down
Probably best I'm single (Uh)
To get in my zone now
To stay in my zone, oh

Lord knows
My intentions are pure and my heart full of gold, oh
Lord knows
My intentions are pure, but my habits are cold

Love hard, fuck harder
Serial lover, serial lover
Love hard, fuck harder
Serial lover, need to recover
I got bodies I'ma take to the grave
I got girls I wanna give my last name
No regrets, don't got no shame (No shame)
Playin' no games, play my way

Only wake me up if you can take that shit
Understand you're entering at your own risk
I want those nights I won't forget
Nights I can't run back with people I won't miss

Oh why, Lord knows (Lord knows)
My intentions are pure and my heart full of gold
Oh, Lord knows
My intentions are pure, but my habits are cold

Love hard, fuck harder
Serial lover, serial lover
Love hard, fuck harder
Serial lover, need to recover

I got bodies I'ma take to the grave
I got girls I wanna give my last name
No regrets, don't got no shame (No shame)
Playin' no games, play my way",genius
0B3FovCVaGKS5w1FTidEUP,BROWN SKIN GIRL,Blue Ivy,"Brown skin girl
Your skin just like pearls
The best thing in the world
I'd never trade you for anybody else, singin'
Brown skin girl
Your skin just like pearls
The best thing in the world
I'd never trade you for anybody else, singin'

She said she really grew up poor like me
Don't believe in nothin' but the Almighty
Just a likkle jeans and a pure white tee
She never dream for ever be nobody wifey, yeah
She Wilhelmina pretty, but she heart is a maze
Play ya like a villain 'cause she caught in a wave
Tonight, I am walkin' away
Nine-to-five mind, on the grind, yeah, yeah

Tonight, I might fall in love
Dependin' on how you hold me
I'm glad that I'm calming down
Can't let no one come control me
Keep dancing and call it love
She fights it, but falling slowly
If ever you are in doubt
Remember what Mama told me

Brown skin girl
Ya skin just like pearls
Your back against the world
I'd never trade you for anybody else, say
Brown skin girl
Ya skin just like pearls
The best thing inna di world
I'd never trade you for anybody else, say

Pose like a trophy when Naomi's walkin'
She need an Oscar for that pretty dark skin
Pretty like Lupita when the cameras close in
Drip broke the levee when my Kellys roll in
I think tonight, she might braid her braids
Melanin too dark to throw her shade (Shade)
She minds her business and wines her waist
Gold like 24K, okay

Tonight, I might fall in love
Dependin' on how you hold me
I'm glad that I'm calming down
Can't let no one come control me
Keep dancing and call it love
She fights it, but falling slowly
If ever you are in doubt
Remember what Mama told me

Brown skin girl
Ya skin just like pearls
Your back against the world
I'd never trade you for anybody else, say
Brown skin girl
Ya skin just like pearls
The best thing inna di world (The best about the world)
I'd never trade you for anybody else, say

Oh, have you looked in the mirror lately? (Lately)
Wish you could trade eyes with me 'cause (Oh)
There's complexities in complexion
But your skin, it glow like diamonds
Pigment like the earth, you be giving birth
To everything alive, baby, know your worth
I love everything about you, from your nappy curls
To every single curve, your body natural
Same skin that was broken
Be the same skin takin' over
Most things out of focus view
But when you're in the room, they notice you (Notice you)
'Cause you're beautiful
Yeah, you're beautiful

Them men, them gon' fall in love (In love)
With you and all of your glory (Glory)
Your skin is not only dark (Only)
It shines and it tells your story (Story)
Keep dancin', they can't control you (Ahh)
They watchin', they all adore you
If ever you are in doubt
Remember what Mama told you

Brown skin girl (Brown skin girl)
Ya skin just like pearls (Brown skin girl)
Your back against the world (Oh)
I'd never trade you for anybody else, say (No, no)
Brown skin girl (Brown skin girl)
Ya skin just like pearls (Brown skin)
The best thing about the world
I'd never trade you for anybody else, say

Brown skin girl
Your skin just like pearls
The best thing in the world
I'd never trade you for anybody else, singin'",genius
7GGlr1GkWjre2lo69N0rVk,COFFEE,Kelly Rowland,"Coffee and sex in the mornin'
Breakfast in bed, got me moanin' (Moanin', oh ooh oh-oh)
Before you go to work
I need you to go to work
Pardon my sincerity (Sincerity)
You know I'm a rarity
My love be your therapy
All-around remedy
Baby, who instead of me?
These bitches will never be
Put it down like it's heavy, baby
Honeymoon that, wedding day that

I need that wake up (Wake up)
Soon as we wake up (Wake up)
Wish we could lay up (Get it, ooh)
Still stack our pay up
You running late but (Late but)
Need you to stay up (Stay up)
It's almost eight (Ayy)
No time to waste (No time, no time)
No time to waste

You know you got the best of me
I know you need the stress relief, babe
Before we both get dressed to leave
Want you to try this recipe, babe
I know we just woke up
I know you gotta go but
Breakfast isn't over
I see the way rose up, ha
They say morning wood do a body good, babe
Clearly you agreed, don't be tryna leave
Stay here with me
I'll put you right back to sleep
I'll get you right for the week
We can vacay in the sheets
Let you parlay in the pink, pink

I need that wake up (Wake up)
Soon as we wake up (Wake up)
Wish we could lay up (Get it, ooh)
Still stack our pay up
You running late but (Late but)
Need you to stay up (Stay up)
It's almost eight (Ayy)
No time to waste (No time, no time)
No time to waste

No-no, no-no, no
No-no, no-no, no
No-no, no-no, no-no
No-no, no-no, no
No-no, no-no, no
No-no, no-no, no
No-no, no-no, no
No-no, no-no, no-no

No time to waste
Waste, waste, waste
Babe no no time to waste
No time, no time to waste
No time, no time to waste
No time to waste",genius
1FcJgBaOmCLhRoYV9dWRHn,Like Me Better,Parisalexa,"Yeah yeah
Yeah yeah
Yeah, yeah
Ohhh yeah

I used to take myself out on dates
Open my own damn doors
Pay for everything on my plate
Sometimes I'd even get the steak
Cause I got it like that
Always had my own back
Never needed no man to rely on
Got two good shoulders to cry on
I was alright on my own
'Till I fell but it wasn't fate
And I couldn't tell at the time
But I was my own soulmate
It's like I forgot I was fine
Let you treat me any kind of way
Now I'm free I gotta celebrate
You couldn't see everything at stake
Glad that I wasn't afraid to say, yeah

If I gotta choose me
I won't be afraid to (if I gotta)
If I gotta choose me
I gotta do what I gotta do
When I love you, I lose me
No, I can't be attached to you no more
I like me better when I wasn't yours

I'm going back, I'm going back
I'm going back, I'm going
I'm going back, I'm going
I'm going back to who I was before
I like me better, I like me better
I like me better, yeah yeah
I like me better, I like me
I like me better when I wasn't yours
I like me better, I like me better
Yeah yeah yeah
Yeah yeah
Yeah yeah yeah yeah

I gave you all that you asked of me
You liked the view from behind
But you won't make an ass of me
That's why I'm saying goodbye
Hoppin' out my feelings, get to the money
Gotta keep it a hundred
Leaving you ain't really took nothin' from me
So don't come looking for me
I'm that bitch and I have it
You forgot but I haven't
You was just an old habit
So imma disappear like magic
I'm that bitch and I have it
You forgot but I haven't
Now you wish that you had it
But all I gotta say back is

If I gotta choose me
I won't be afraid to
If I gotta choose me
I gotta do what I gotta do (what I gotta do)
When I love you, I lose me
No, I can't be attached to you no more
(can't be attached to you no more)
I like me better when I wasn't yours (I wasn't yours)

I'm going back, I'm going back
I'm going back, I'm going
I'm going back, I'm going (I'm going back)
I'm going back to who I was before
I like me better, I like me better
I like me better, yeah yeah (better yeah yeah)
I like me better, I like me (better yeah yeah)
I like me better when I wasn't yours

I like me better when I wasn't
I'm going back, hey
I'm going back, I'm going
I'm going back, I'm going",genius
3nlhqZHMXG2A5UkW633wwx,Samba in Paris,Baco Exu do Blues,"Ne me quitte pas
Ça va, bébé?
Tu prends beaucoup de temps
Je sais que le Brésil est incroyable
Mais j'ai besoin de toi ici, Baco
Tu me manqueais
J'ai hâte de te revoir
Bisous, amour

Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar
Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar

Tudo você taca o foda-se
Tentam controlar você
Mas você é demais pra esses caras
Bonita demais para ceder
Se eu tiver, não vou perder
Vou querer realizar suas taras
Não é difícil de conviver
Vou ficar, te prometer
Uma vida de adrenalina e muitas roupas caras
Baby, o mundo é perigoso, mas nós é mais ainda
Incontroláveis e selvagens, nós mandamos na vida
Ela quebra a garrafa sempre que eu entro em briga
O mundo contra nós, ainda tenho as feridas

Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir

Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar
Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar

Nosso amor é lindo de se ver
Meu azeite de dendê
Mais bonito que os corredores do Louvre
Quente como o sol de Saint-Tropez
Me derreto em você
Perdição como a noite em Moulin Rouge
No Arco do Triunfo fiz uma passarela
Eu vou quebrar o seu feitiço tipo a Bela e a Fera
Nós dois no seu castelo entre poemas e crises
Vou estancar seu sangue, beijar as cicatrizes

Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir
Ne me quitte pas, não vou mais te deixar partir

Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar
Drinks, Lingeries, Gucci
Mainha ou Mon Chéri
Fiz um samba em Paris só pra te ver dançar

""É... 'cê tá com um brilho no olhar cara, eu não sei se você já descobriu que tá apaixonado, talvez cê num... Não tenha descoberto isso ainda, que eu esteja só... Só num feeling aqui. Mas eu tive essa sensação muito doida, né, de que você tava apaixonado. Tinha voltado um... Tinha aparecido um brilhinho diferente nesse olhar de ursinho, e aí meu velho, que é o seguinte, cara, que... Porra, isso é muito lindo de testemunhar, é muito bonito!""",genius
4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. H.E.R.),Daniel Caesar,"あなたは気づいてないよね？
あなたが抱きしめて
ゆっくりキスする時が
私にとって最も愛しい瞬間
それは変わらない事実なの
もしあなたが私の立場になったら
あなただって感じるはず
私にとってあなたは
朝に必要なコーヒーみたいな存在で
雨が降っている時に差した
太陽みたいな存在
私に委ねて頂戴、全てを
見ていたいだけなの
あなたの美しさを見ていたいだけ
わかってるでしょ
あなたは星のような存在なんだから
あなたが行くところにどこまでもついていくわ
どんなに遠くたって
もしこの人生が映画なら
あなたの存在こそがベストシーンよ
あなたの存在こそがベストシーンよ
ベストシーンよ
この夜明けに
あのブラウンの瞳
ああそうさ
僕の望む人は君だ
僕たち2人が目覚めて
そして愛し合う時
素晴らしい気分になれる
僕にとって君は
砂漠で見つけた水のような存在で
頭痛の時に飲む薬のような存在で
君こそが僕の人生に差した陽の光
君の美しさを見ていたいだけなんだ
わかってるだろう？僕にとって君が星なんだって
君が行くところ、どこまでもついていくよ
どんなに遠くても
もしこの人生が映画なら
あなたの存在こそがベストシーンだ
あなたの存在こそがベストシーンだ
ベストシーンだ
愛しているなら、何か言ってくれない？
愛しているなら、何か言ってくれない？
愛しているならさ、何か言ってくれない？
愛しているなら、何か言ってくれない？
愛しているならさ、何か言ってくれない？
愛している、そうでしょう？
愛しているなら、何か言ってくれない？
愛しているなら、何か言ってくれない？
愛しているなら、何か言ってくれない？",genius
